"pl_name","hostname","discoverymethod","default_flag","pl_eqt","pl_insol","pl_eqt_est","pl_orbeccen","st_met","st_teff","st_rad","st_mass","T_used","can_hold_water_temp","WRI_temp_prob"
"HATS-32 b","HATS-32","Transit",1,1437,NA,1437,0.471,0.39,5700,1.097,1.099,1437,0,1.0460190791608e-07
"HATS-33 b","HATS-33","Transit",1,1429,NA,1429,0.08,0.29,5659,1.022,1.062,1429,0,1.17065299845652e-07
"HATS-34 b","HATS-34","Transit",1,1445,NA,1445,0.108,0.25,5380,0.98,0.955,1445,0,9.34654345872911e-08
"HATS-35 b","HATS-35","Transit",1,2037,NA,2037,0.306,0.21,6300,1.433,1.317,2037,0,2.25369976867131e-11
"HATS-36 b","HATS-36","Transit",1,1203,NA,1203,NA,0.15,5950,1.1,1.1,1203,0,2.81533078594605e-06
"HATS-37 A b","HATS-37 A","Transit",1,1085,229.7,1085,0,0.051,5326,0.877,0.843,1085,0,1.4812582833675e-05
"HATS-38 b","HATS-38","Transit",1,1294,464.7,1294,0,-0.102,5732,1.105,0.89,1294,0,7.82388937114741e-07
"HATS-39 b","HATS-39","Transit",1,1645,NA,1645,0.275,0,6572,1.621,1.379,1645,0,5.6032053280274e-09
"HATS-4 b","HATS-4","Transit",1,1315,NA,1315,0.013,0.43,5403,0.925,1.001,1315,0,5.82224212558635e-07
"HATS-40 b","HATS-40","Transit",1,2101,NA,2101,0.312,0.01,6460,2.26,1.561,2101,0,9.15772104727485e-12
"HATS-41 b","HATS-41","Transit",1,1710,NA,1710,0.38,0.47,6424,1.71,1.496,1710,0,2.24500243522443e-09
"HATS-42 b","HATS-42","Transit",1,1856,NA,1856,0.229,0.22,6060,1.48,1.273,1856,0,2.87739980644995e-10
"HATS-43 b","HATS-43","Transit",1,1003,NA,1003,0.173,0.05,5099,0.812,0.837,1003,0,4.69596431211271e-05
"HATS-44 b","HATS-44","Transit",1,1161,NA,1161,0.279,0.32,5080,0.847,0.86,1161,0,5.08385898392167e-06
"HATS-45 b","HATS-45","Transit",1,1518,NA,1518,0.24,0.02,6450,1.315,1.272,1518,0,3.34612955651901e-08
"HATS-46 b","HATS-46","Transit",1,1054,NA,1054,0.559,-0.06,5495,0.853,0.917,1054,0,2.29123970411352e-05
"HATS-47 b","HATS-47","Transit",1,852.9,87.73,852.9,0.088,-0.113,4512,0.6564,0.674,852.9,0,0.000388015113566989
"HATS-48 A b","HATS-48 A","Transit",1,954.6,137.6,954.6,0.162,0.186,4546,0.7152,0.7279,954.6,0,9.27856470616161e-05
"HATS-49 b","HATS-49","Transit",1,834.8,80.45,834.8,0.071,0.208,4405,0.6977,0.7133,834.8,0,0.000500507028776001
"HATS-5 b","HATS-5","Transit",1,1025,NA,1025,0.019,0.19,5304,0.871,0.936,1025,0,3.44577264653365e-05
"HATS-51 b","HATS-51","Transit",1,1553,NA,1553,0.33,NA,5758,1.44,1.187,1553,0,2.04482061527399e-08
"HATS-52 b","HATS-52","Transit",1,1834,NA,1834,0.246,NA,6010,1.046,1.111,1834,0,3.92142405299656e-10
"HATS-53 b","HATS-53","Transit",1,1312,NA,1312,0.33,NA,5644,1.101,0.964,1312,0,6.07328230909168e-07
"HATS-54 b","HATS-54","Transit",1,1429,NA,1429,0,0.37,5621,1.23,1.05,1429,0,1.17065299845652e-07
"HATS-55 b","HATS-55","Transit",1,1367,NA,1367,0.092,0.108,6214,1.126,1.1955,1367,0,2.80100971725214e-07
"HATS-56 b","HATS-56","Transit",1,1902,NA,1902,0.019,0.19,6536,2.201,1.573,1902,0,1.50622852530291e-10
"HATS-57 b","HATS-57","Transit",1,1413.4,NA,1413.4,0.028,0.268,5587,0.96,1.026,1413.4,0,1.45801134310861e-07
"HATS-58 A b","HATS-58 A","Transit",1,1721,NA,1721,0.168,NA,7175,1.433,1.461,1721,0,1.92306966566303e-09
"HATS-59 b","HATS-59","Transit",1,1128,269,1128,0.129,0.18,5670,1.036,1.038,1128,0,8.08830627925726e-06
"HATS-59 c","HATS-59","Radial Velocity",1,175.9,0.159,175.9,0.083,0.18,5670,1.036,1.038,175.9,0,0.841864669471556
"HATS-6 b","HATS-6","Transit",1,712.8,NA,712.8,0,0.2,3724,0.57,0.574,712.8,0,0.00277951905503077
"HATS-60 b","HATS-60","Transit",1,1528,903.9,1528,0.191,0.335,5688,1.46,1.097,1528,0,2.90691295566026e-08
"HATS-61 b","HATS-61","Transit",1,1226.1,374.2,1226.1,0.092,0.247,5542,1.664,1.076,1226.1,0,2.03406108190552e-06
"HATS-62 b","HATS-62","Transit",1,1237,387.4,1237,0.298,0.133,5416,0.933,0.896,1237,0,1.74483122297171e-06
"HATS-63 b","HATS-63","Transit",1,1398.3,634.1,1398.3,0.136,0.081,5627,1.07,0.931,1398.3,0,1.80317586071255e-07
"HATS-64 b","HATS-64","Transit",1,1793,1711,1793,0.151,0.22,6554,2.113,1.564,1793,0,6.98228846107816e-10
"HATS-65 b","HATS-65","Transit",1,1634,1178,1634,0.062,0.199,6277,1.31,1.257,1634,0,6.54121367693525e-09
"HATS-66 b","HATS-66","Transit",1,1998,2637,1998,0.064,-0.017,6626,1.841,1.411,1998,0,3.90146660200001e-11
"HATS-67 b","HATS-67","Transit",1,2193,3821,2193,0.057,0.332,6594,1.441,1.435,2193,0,2.5093932553301e-12
"HATS-68 b","HATS-68","Transit",1,1741,1521,1741,0.036,0.21,6147,1.748,1.351,1741,0,1.45135470299061e-09
"HATS-69 b","HATS-69","Transit",1,1295.7,466.6,1295.7,0.519,0.377,5137,0.8785,0.892,1295.7,0,7.63895383569352e-07
"HATS-7 b","HATS-7","Transit",1,1084,NA,1084,0.17,0.25,4985,0.815,0.849,1084,0,1.50224848075544e-05
"HATS-70 b","HATS-70","Transit",1,2730,9110,2730,0.18,0.041,7930,1.881,1.78,2730,0,1.31196639819523e-15
"HATS-71 b","HATS-71","Transit",1,586.8,NA,586.8,0,0.17,3405,0.4783,0.4861,586.8,0,0.0161474385703508
"HATS-72 b","HATS-72","Transit",1,739.3,49.58,739.3,0.013,0.099,4656.1,0.7214,0.7311,739.3,0,0.00191602919316025
"HATS-74 A b","HATS-74 A","Transit",1,895.1,106.9,895.1,0.044,0.514,3776.9,0.5758,0.601,895.1,0,0.00021430723808168
"HATS-75 b","HATS-75","Transit",1,772.3,59.26,772.3,0.064,0.522,3790.4,0.5848,0.6017,772.3,0,0.00120516339441185
"HATS-76 b","HATS-76","Transit",1,939.8,129.8,939.8,0.062,0.322,4016,0.6259,0.662,939.8,0,0.000114265558429987
"HATS-77 b","HATS-77","Transit",1,828.3,78.37,828.3,0.045,0.253,4071,0.6428,0.655,828.3,0,0.000548417538096168
"HATS-8 b","HATS-8","Transit",1,1324,NA,1324,0.376,0.21,5679,1.086,1.056,1324,0,5.12968430671095e-07
"HATS-9 b","HATS-9","Transit",1,1746,NA,1746,NA,0.38,5599,1.56,1.1,1746,0,1.35275205184291e-09
"HD 101581 b","HIP 56998","Transit",1,834,80,834,NA,-0.343,4675,0.63,0.653,834,0,0.000506170205873024
"HD 101581 c","HIP 56998","Transit",1,747,52,747,NA,-0.343,4675,0.63,0.653,747,0,0.00171961932664087
"HD 106315 b","HD 106315","Transit",1,1153,NA,1153,0.093,-0.311,6327,1.296,1.091,1153,0,5.68960103209128e-06
"HD 106315 c","HD 106315","Transit",1,886,NA,886,0.22,-0.311,6327,1.296,1.091,886,0,0.000243576219820991
"HD 106906 b","HD 106906","Imaging",1,1800,NA,1800,NA,NA,6516,NA,1.5,1800,0,6.3273269824649e-10
"HD 109286 b","HD 109286","Radial Velocity",1,259.4,0.709,259.4,0.338,0.05,5694,1.089,0.98,259.4,1,0.621805205595213
"HD 110067 b","HD 110067","Transit",1,800,NA,800,NA,-0.2,5266,0.788,0.798,800,0,0.00081646617893964
"HD 110067 c","HD 110067","Transit",1,699,NA,699,NA,-0.2,5266,0.788,0.798,699,0,0.00337321345865855
"HD 110067 d","HD 110067","Transit",1,602,NA,602,NA,-0.2,5266,0.788,0.798,602,0,0.0130787968967232
"HD 110067 e","HD 110067","Transit",1,533,NA,533,NA,-0.2,5266,0.788,0.798,533,0,0.0338074950637519
"HD 110067 f","HD 110067","Transit",1,489,NA,489,NA,-0.2,5266,0.788,0.798,489,0,0.0610227263290738
"HD 110067 g","HD 110067","Transit",1,440,NA,440,NA,-0.2,5266,0.788,0.798,440,0,0.114654678857584
"HD 110113 b","HD 110113","Transit",1,1371,735.49,1371,0.093,0.14,5732,0.968,0.997,1371,0,2.64770948683178e-07
"HD 110113 c","HD 110113","Radial Velocity",1,990,199.9,990,0.045,0.14,5732,0.968,0.997,990,0,5.63851368170659e-05
"HD 115954 b","HD 115954","Radial Velocity",1,144.9,0.064,144.9,0.487,0.34,5957,1.213,1.18,144.9,0,0.891714745224591
"HD 118203 b","HD 118203","Radial Velocity",1,1361,NA,1361,0.3136,0.287,5742,2.04,1.27,1361,0,3.04776193528448e-07
"HD 135344 A b","HD 135344 A","Imaging",1,1585,NA,1585,0.5,0.05,9540,1.5,NA,1585,0,1.30346955927282e-08
"HD 135694 b","HD 135694","Transit",1,NA,71.8,810.692789980182,NA,NA,5712,1.08,1.02,810.692789980182,0,0.000702495129481655
"HD 136352 b","HD 136352","Radial Velocity",1,905,111.6,905,0,-0.24,5664,1.058,0.87,905,0,0.000186444391247875
"HD 136352 c","HD 136352","Radial Velocity",1,677,35.1,677,0,-0.24,5664,1.058,0.87,677,0,0.00459151708508331
"HD 136352 d","HD 136352","Radial Velocity",1,431,5.74,431,0,-0.24,5664,1.058,0.87,431,0,0.128150489053022
"HD 137496 b","HD 137496","Transit",1,2130,NA,2130,0,-0.03,5799,1.59,1.04,2130,0,6.08928503395763e-12
"HD 137496 c","HD 137496","Radial Velocity",1,370,NA,370,0.477,-0.03,5799,1.59,1.04,370,0,0.257488288040695
"HD 1397 b","HD 1397","Transit",1,1228.3,356,1228.3,0.251,0.29,5521,2.336,1.324,1228.3,0,1.97205788081034e-06
"HD 152843 b","HD 152843","Transit",1,NA,255.7,1113.6734892913,0.14,-0.16,6310,1.43,1.15,1113.6734892913,0,9.8948029876208e-06
"HD 15906 b","HD 15906","Transit",1,668,33.14,668,0.11,0.02,4757,0.762,0.79,668,0,0.00520818884055234
"HD 15906 c","HD 15906","Transit",1,532,13.37,532,0.04,0.02,4757,0.762,0.79,532,0,0.0342701539432783
"HD 176986 b","HD 176986","Radial Velocity",1,NA,83.5,841.873459510679,0.066,0.03,4931,0.782,0.789,841.873459510679,0,0.000453110732993484
"HD 176986 c","HD 176986","Radial Velocity",1,NA,23.5,613.185907389341,0.111,0.03,4931,0.782,0.789,613.185907389341,0,0.0111953563205927
"HD 183579 b","HD 183579","Transit",1,752,NA,752,0.061,-0.038,5784,0.96,0.996,752,0,0.0016029784910254
"HD 190360 b","HD 190360","Radial Velocity",1,150,NA,150,0.34,NA,NA,NA,1,150,0,0.884588018426184
"HD 191939 b","HD 191939","Transit",1,880,100,880,0.031,-0.15,5348,0.94,0.81,880,0,0.000265028148910787
"HD 191939 c","HD 191939","Transit",1,600,21,600,0.034,-0.15,5348,0.94,0.81,600,0,0.0134470756967497
"HD 191939 d","HD 191939","Transit",1,540,14.3,540,0.031,-0.15,5348,0.94,0.81,540,0,0.0307337059015985
"HD 191939 e","HD 191939","Radial Velocity",1,390,3.9,390,0.031,-0.15,5348,0.94,0.81,390,0,0.207429538396902
"HD 191939 g","HD 191939","Radial Velocity",1,278,0.99,278,0.03,-0.15,5348,0.94,0.81,278,1,0.55860241452212
"HD 192310 b","HD 192310","Radial Velocity",1,355,NA,355,0.13,-0.04,5166,NA,0.8,355,0,0.299853529428988
"HD 192310 c","HD 192310","Radial Velocity",1,185,NA,185,0.32,-0.04,5166,NA,0.8,185,0,0.82406279281784
"HD 202772 A b","HD 202772 A","Transit",1,2132,3440,2132,0.038,0.3,6272,2.591,1.72,2132,0,5.92030605027132e-12
"HD 203030 b","HD 203030","Imaging",1,1040,NA,1040,NA,NA,NA,NA,NA,1040,0,2.79012317808565e-05
"HD 20329 b","HD 20329","Transit",1,2141,3474,2141,0,-0.07,5596,1.13,0.9,2141,0,5.21608313064013e-12
"HD 206893 b","HD 206893","Imaging",1,1429.2,NA,1429.2,0.14,NA,NA,NA,1.32,1429.2,0,1.16736311662828e-07
"HD 206893 c","HD 206893","Imaging",1,1181.9,NA,1181.9,0.41,NA,NA,NA,1.32,1181.9,0,3.78854665378574e-06
"HD 207496 b","HD 207496","Transit",1,743,72.9,743,0.231,0.095,4819,0.769,0.8,743,0,0.00181900280963619
"HD 207897 b","HD 207897","Transit",1,581.75,NA,581.75,0,-0.03,5106,0.7827,0.8208,581.75,0,0.0173160331123415
"HD 211403 b","HD 211403","Radial Velocity",1,380,3.44,380,0.084,0.18,6273,1.206,1.2,380,0,0.231514879299577
"HD 213885 b","HD 213885","Transit",1,2128,NA,2128,0,-0.04,5978,1.1011,1.068,2128,0,6.26308706170368e-12
"HD 213885 c","HD 213885","Radial Velocity",1,1265.4,NA,1265.4,0,-0.04,5978,1.1011,1.068,1265.4,0,1.17003596229466e-06
"HD 21520 b","HD 21520","Transit",1,637,NA,637,0,0.049,5871,1.044,1.09,637,0,0.00803331616039289
"HD 21749 c","GJ 143","Transit",1,701,NA,701,NA,0.003,4640,0.695,0.73,701,0,0.00327991307589995
"HD 219134 b","HD 219134","Radial Velocity",1,1015,176.2,1015,0,0.11,4699,0.778,0.81,1015,0,3.96638698688619e-05
"HD 219134 c","HD 219134","Radial Velocity",1,782,62.1,782,0.062,0.11,4699,0.778,0.81,782,0,0.00105156303301699
"HD 219134 d","HD 219134","Radial Velocity",1,410.5,4.72,410.5,0.138,0.11,4699,0.778,0.81,410.5,0,0.163974164758976
"HD 219134 f","HD 219134","Radial Velocity",1,522.6,12.38,522.6,0.148,0.11,4699,0.778,0.81,522.6,0,0.0389278550799557
"HD 219666 b","HD 219666","Transit",1,1076,NA,1076,0.05,NA,5540,1.059,1.02,1076,0,1.6812394702671e-05
"HD 22496 b","HD 22496","Radial Velocity",1,573,26,573,NA,-0.08,4385,0.674,0.684,573,0,0.0195405180738596
"HD 22946 d","HD 22946","Transit",1,546,18.561,546,NA,-0.08,6169,1.117,1.098,546,0,0.0283159070309738
"HD 23472 b","HD 23472","Transit",1,543,16,543,0.072,-0.2,4684,0.71,0.67,543,0,0.0295007994067919
"HD 23472 c","HD 23472","Transit",1,467,7.96,467,0.063,-0.2,4684,0.71,0.67,467,0,0.0813625016366885
"HD 23472 d","HD 23472","Transit",1,909,117,909,0.07,-0.2,4684,0.71,0.67,909,0,0.000176242020943558
"HD 23472 e","HD 23472","Transit",1,723,46.7,723,0.07,-0.2,4684,0.71,0.67,723,0,0.00240878557042022
"HD 23472 f","HD 23472","Transit",1,630,26.3,630,0.07,-0.2,4684,0.71,0.67,630,0,0.00885750444356001
"HD 238090 b","HD 238090","Radial Velocity",1,469.6,8.1,469.6,0.3,-0.03,3933,0.57,0.578,469.6,0,0.0786695657103918
"HD 25463 b","HD 25463","Transit",1,1198.46,NA,1198.46,0,-0.018,6353,1.4182,1.251,1198.46,0,3.0010526769813e-06
"HD 25463 c","HD 25463","Transit",1,1585.57,NA,1585.57,0,-0.018,6353,1.4182,1.251,1585.57,0,1.29305673864316e-08
"HD 260655 b","HD 260655","Transit",1,709,42.2,709,0.039,-0.43,3803,0.439,0.439,709,0,0.00293173987388773
"HD 260655 c","HD 260655","Transit",1,557,16.1,557,0.038,-0.43,3803,0.439,0.439,557,0,0.0243543037645536
"HD 2685 b","HD 2685","Transit",1,2061,NA,2061,0.091,0.02,6801,1.56,1.43,2061,0,1.60779367734423e-11
"HD 27969 b","HD 27969","Radial Velocity",1,261,0.76,261,0.182,0.18,5966,1.27,1.16,261,1,0.616496394930551
"HD 28109 b","HD 28109","Transit",1,881.2,NA,881.2,0.3307,0,6120,1.446,1.26,881.2,0,0.000260591738534055
"HD 28109 c","HD 28109","Transit",1,585.2,NA,585.2,0.1203,0,6120,1.446,1.26,585.2,0,0.0165090358577707
"HD 28109 d","HD 28109","Transit",1,506.5,NA,506.5,0.0864,0,6120,1.446,1.26,506.5,0,0.048347195432258
"HD 284149 AB b","HD 284149 A","Imaging",1,2395,NA,2395,NA,NA,6035,1.36,NA,2395,0,1.46262182842569e-13
"HD 285968 b","HD 285968","Radial Velocity",1,450,NA,450,0,-0.1,NA,NA,0.5,450,0,0.10112691018396
"HD 3167 b","HD 3167","Transit",1,1774,1650,1774,0,0.04,5261,0.88,0.837,1774,0,9.12238017022307e-10
"HD 3167 c","HD 3167","Transit",1,564,16.9,564,0.06,0.04,5261,0.88,0.837,564,0,0.0221203246459323
"HD 332231 b","HD 332231","Transit",1,798.3,NA,798.3,0,0.043,6128,1.266,1.1642,798.3,0,0.000836215933683768
"HD 35843 c","HD 35843","Transit",1,479,NA,479,0.153,-0.27,5666,0.897,0.94,479,0,0.069601150274246
"HD 42618 b","HD 42618","Radial Velocity",1,337,3.16,337,0.19,-0.09,5727,0.999,1.015,337,1,0.355554280955488
"HD 42813 b","HD 42813","Transit",1,716,74.7,716,NA,0.24,5289,0.98,0.901,716,0,0.00265746391202235
"HD 48948 b","HD 48948","Radial Velocity",1,957,138.85,957,0.055,-0.21,4593,0.679,0.686,957,0,8.97047756775095e-05
"HD 48948 c","HD 48948","Radial Velocity",1,553,15.5,553,0.55,-0.21,4593,0.679,0.686,553,0,0.0257281194937122
"HD 48948 d","HD 48948","Radial Velocity",1,349,2.46,349,0.055,-0.21,4593,0.679,0.686,349,1,0.317872149526735
"HD 5278 b","HD 5278","Transit",1,943,132,943,0.08,-0.12,6203,1.194,1.126,943,0,0.000109235071905032
"HD 56414 b","HD 56414","Transit",1,1133,NA,1133,0.68,0,8500,1.751,1.89,1133,0,7.53880419719964e-06
"HD 6061 b","HD 6061","Transit",1,1075.31,NA,1075.31,0,-0.05,5934,1.0072,1.0269,1075.31,0,1.6976421368379e-05
"HD 62364 b","HD 62364","Radial Velocity",1,NA,0.072,144.264117571002,0.607,-0.11,6255,1.401,1.157,144.264117571002,0,0.892575704940285
"HD 63433 b","HD 63433","Transit",1,886.44,NA,886.44,0,0.079,5634,0.9169,0.9883,886.44,0,0.000242073175413013
"HD 63433 c","HD 63433","Transit",1,622.31,NA,622.31,0,0.079,5634,0.9169,0.9883,622.31,0,0.00985975545194245
"HD 63433 d","HD 63433","Transit",1,1040,NA,1040,0.16,0.03,5688,0.912,0.99,1040,0,2.79012317808565e-05
"HD 63935 b","HD 63935","Transit",1,825.22,NA,825.22,0,0.107,5513,0.9598,0.9406,825.22,0,0.000572694337972009
"HD 63935 c","HD 63935","Radial Velocity",1,619.59,NA,619.59,0,0.107,5513,0.9598,0.9406,619.59,0,0.0102405015206382
"HD 73344 b","HD 73344","Transit",1,911,NA,911,0.03,0.143,6252.6,1.22,1.2,911,0,0.00017135210458308
"HD 73583 b","HD 73583","Transit",1,714,43.3,714,0.09,0,4511,0.65,0.73,714,0,0.00273310666267041
"HD 73583 c","HD 73583","Transit",1,498,10.2,498,0.08,0,4511,0.65,0.73,498,0,0.0541571565364149
"HD 74698 b","HD 74698","Radial Velocity",1,NA,123,927.473430964065,0.1,0.07,5783,1.333,1.039,927.473430964065,0,0.000135904709448508
"HD 74698 c","HD 74698","Radial Velocity",1,NA,0.088,151.686128713965,0.2,0.07,5783,1.333,1.039,151.686128713965,0,0.882143596012787
"HD 77946 b","HD 77946","Transit",1,1128.86,NA,1128.86,0.211,0.215,6007,1.3174,1.1973,1128.86,0,7.99101798402713e-06
"HD 7924 c","HD 7924","Radial Velocity",1,583.6,28.35,583.6,0.098,-0.15,5075,0.7821,0.832,583.6,0,0.0168785916493842
"HD 7924 d","HD 7924","Radial Velocity",1,499,15.17,499,0.21,-0.15,5075,0.7821,0.832,499,0,0.0534408733059573
"HD 80653 b","HD 80653","Transit",1,2463,6130,2463,0,0.255,5959,1.22,1.18,2463,0,5.61796604855868e-14
"HD 86226 b","HD 86226","Radial Velocity",1,176,NA,176,0.059,0.018,5863,1.053,1.019,176,0,0.841677250640555
"HD 86226 c","HD 86226","Transit",1,1311,NA,1311,0.075,0.018,5863,1.053,1.019,1311,0,6.15934510614592e-07
"HD 88986 b","HD 88986","Radial Velocity",1,460,NA,460,0.24,0.06,5861,1.543,1.25,460,0,0.0890347312606539
"HD 89345 b","HD 89345","Transit",1,1089,NA,1089,0.22,0.421,5576,1.747,1.157,1089,0,1.40018961896251e-05
"HD 93963 A b","HD 93963 A","Transit",1,1842.23,NA,1842.23,0,0.11,5908,1.0311,1.0844,1842.23,0,3.49260668116001e-10
"HD 93963 A c","HD 93963 A","Transit",1,1212.45,NA,1212.45,0,0.11,5908,1.0311,1.0844,1212.45,0,2.46479012351943e-06
"HD 94771 b","HD 94771","Radial Velocity",1,NA,0.271,200.940520195665,0.39,0.22,5631,1.903,1.2,200.940520195665,1,0.789151141555647
"HD 95086 b","HD 95086","Imaging",1,1000,NA,1000,NA,NA,NA,NA,1.6,1000,0,4.89843248274485e-05
"HD 95338 b","HD 95338","Radial Velocity",1,385,7.42,385,0.197,0.04,5212,0.87,0.83,385,0,0.219234420422767
"HD 97658 b","HD 97658","Radial Velocity",1,751,NA,751,0.05,-0.23,5212,0.728,0.85,751,0,0.00162565694065612
"HIP 113103 b","HIP 113103","Transit",1,721,NA,721,0.17,-0.1,4930,0.742,0.761,721,0,0.00247736745808545
"HIP 113103 c","HIP 113103","Transit",1,585,NA,585,0.17,-0.1,4930,0.742,0.761,585,0,0.0165547916691826
"HIP 116454 b","HIP 116454","Transit",1,753.2,51.2858,753.2,0.215,0,5048,0.758,0.8,753.2,0,0.00157618091413296
"HIP 21152 b","HIP 21152","Imaging",1,1300,NA,1300,0.36,0.13,6655,NA,1.4,1300,0,7.19045367323075e-07
"HIP 29442 c","HD 42813","Radial Velocity",1,1123,451,1123,NA,0.24,5289,0.98,0.901,1123,0,8.67786112166853e-06
"HIP 29442 d","HD 42813","Radial Velocity",1,920,203,920,NA,0.24,5289,0.98,0.901,920,0,0.000150972776140648
"HIP 65 A b","HIP 65 A","Transit",1,1411,661,1411,0,0.18,4590,0.7242,0.781,1411,0,1.5080907456823e-07
"HIP 65426 b","HIP 65426","Imaging",1,1500,NA,1500,NA,NA,8840,1.77,1.96,1500,0,4.31064298840213e-08
"HIP 67522 b","HIP 67522","Transit",1,1175,NA,1175,0.064,NA,5675,1.38,1.22,1175,0,4.17483074627754e-06
"HIP 67522 c","HIP 67522","Transit",1,917,NA,917,0.077,NA,5675,1.38,1.22,917,0,0.000157481314783486
"HIP 77900 b","HIP 77900","Imaging",1,2507,NA,2507,NA,NA,NA,NA,NA,2507,0,3.02476691165764e-14
"HIP 78530 b","HIP 78530","Imaging",1,2700,NA,2700,NA,NA,10500,NA,2.5,2700,0,2.00103595268637e-15
"HIP 79098 AB b","HIP 79098 AB","Imaging",1,2450,NA,2450,NA,NA,NA,NA,3.75,2450,0,6.74563836323228e-14
"HIP 81208 C b","HIP 81208 C","Imaging",1,2050,NA,2050,NA,NA,NA,NA,0.135,2050,0,1.87694745883482e-11
"HIP 8152 b","HIP 8152","Transit",1,794.96,NA,794.96,0,0.007,5618,0.9603,0.9373,794.96,0,0.000876419326975431
"HIP 8152 c","HIP 8152","Transit",1,650.68,NA,650.68,0.2,0.007,5618,0.9603,0.9373,650.68,0,0.0066360051443673
"HIP 94235 b","HIP 94235","Transit",1,1060,NA,1060,0.32,0,5991,1.08,1.094,1060,0,2.10574072348408e-05
"HIP 9618 b","HIP 9618","Transit",1,640.88,NA,640.88,0,-0.018,5649,0.9593,0.942,640.88,0,0.00760973106093378
"HIP 9618 c","HIP 9618","Transit",1,470.31,NA,470.31,0,-0.018,5649,0.9593,0.942,470.31,0,0.0779484818092592
"HIP 97166 b","HIP 97166","Transit",1,701.66,NA,701.66,0.29,0.248,5216,0.8418,0.9342,701.66,0,0.00324969194648173
"HN Lib b","HN Lib","Radial Velocity",1,234.4,0.503,234.4,0.079,-0.18,3347,0.299,0.291,234.4,1,0.700357138127255
"HR 2562 b","HR 2562","Imaging",1,1255,NA,1255,NA,0.1,6597,1.334,1.368,1255,0,1.35442289354396e-06
"HR 5183 b","HR 5183","Radial Velocity",1,171,NA,171,0.84,0.1,5794,1.53,1.07,171,0,0.85082892582193
"HR 858 b","HR 858","Transit",1,1552,NA,1552,0,0.025,6354,1.258,1.204,1552,0,2.073797217614e-08
"HR 858 c","HR 858","Transit",1,1309,NA,1309,0,0.025,6354,1.258,1.204,1309,0,6.33514669613407e-07
"HR 858 d","HR 858","Transit",1,1061,NA,1061,0,0.025,6354,1.258,1.204,1061,0,2.07631839356995e-05
"HR 8799 e","HR 8799","Imaging",1,1150,NA,1150,0.15,-0.5,7400,NA,NA,1150,0,5.93492076405294e-06
"IRAS 04125+2902 b","IRAS 04125+2902","Transit",1,854,NA,854,NA,NA,4080,1.45,0.7,854,0,0.000382057782292156
"ITG 15 b","ITG 15 A","Imaging",1,2601,NA,2601,NA,NA,NA,NA,NA,2601,0,8.05844199635559e-15
"K2-100 b","K2-100","Transit",1,1841,1915,1841,0,0.22,5945,1.24,1.15,1841,0,3.55358165991156e-10
"K2-101 b","K2-101","Transit",1,618,NA,618,NA,0.07,4927,0.76,0.82,618,0,0.0104697718804925
"K2-104 b","K2-104","Transit",1,798,NA,798,NA,0.18,3712,0.48,0.51,798,0,0.000839750409057414
"K2-105 b","K2-105","Transit",1,928,NA,928,NA,0.23,5636,0.97,1.05,928,0,0.000134901581313813
"K2-107 b","K2-107","Transit",1,1649,NA,1649,NA,0.14,6061,1.81,1.3,1649,0,5.29653988325226e-09
"K2-108 b","K2-108","Transit",1,1360,NA,1360,NA,0.36,5599,1.76,1.17,1360,0,3.09095093655931e-07
"K2-11 b","K2-11","Transit",1,734,NA,734,NA,-0.12,5433,5.15,1.35,734,0,0.00206407931358174
"K2-110 b","K2-110","Transit",1,638,27.7,638,0.13,-0.34,5010,0.713,0.738,638,0,0.00792195804330409
"K2-111 b","K2-111","Transit",1,1309,490,1309,0.1,-0.46,5775,1.25,0.84,1309,0,6.33514669613407e-07
"K2-113 b","K2-113","Transit",1,1098,NA,1098,NA,0.27,5660,1.24,1.04,1098,0,1.23363852364804e-05
"K2-114 b","K2-114","Transit",1,701.4,NA,701.4,0.079,0.42,4899,0.832,0.863,701.4,0,0.00326156396499351
"K2-115 b","K2-115","Transit",1,696,NA,696,0.063,-0.198,5870,0.855,0.918,696,0,0.00351814618579296
"K2-116 b","K2-116","Transit",1,NA,78.6,829.241132378757,0.06,NA,4348.35,0.6694,0.694512,829.241132378757,0,0.000541206669387339
"K2-117 b","K2-117","Transit",1,868,NA,868,NA,-0.05,3778,0.51,0.54,868,0,0.000313764426341188
"K2-117 c","K2-117","Transit",1,537,NA,537,NA,-0.05,3778,0.51,0.54,537,0,0.0320164385788814
"K2-118 b","K2-118","Transit",1,NA,4.3,401.044267925268,0.2,NA,4726.29,0.734626,0.756446,401.044267925268,0,0.183038340620614
"K2-119 b","K2-119","Transit",1,666,NA,666,NA,-0.05,4740,0.71,0.76,666,0,0.0053560461861449
"K2-12 b","K2-12","Transit",1,1026,185,1026,0.5,0,5672,1.117,0.965,1026,0,3.39762744096362e-05
"K2-121 b","K2-121","Transit",1,738,NA,738,NA,-0.16,4690,0.67,0.69,738,0,0.00195133194676167
"K2-122 b","K2-122","Transit",1,769,NA,769,NA,0.32,4009,0.59,0.63,769,0,0.00126237270404383
"K2-123 b","K2-123","Transit",1,338,NA,338,NA,0.03,4035,0.59,0.62,338,1,0.352336648624977
"K2-124 b","K2-124","Transit",1,442,NA,442,NA,0.023,3570,0.388,0.39,442,0,0.11182879139076
